old_url	slug	target
https://cloverspb.ru/magazin/product/sousnik-s-kryshkoj-30-ml-pokrov-chernyj	sousnik-s-kryshkoj-30-ml-pokrov-chernyj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/sousnik-s-kryshkoj-50-ml-pokrov-chernyj	sousnik-s-kryshkoj-50-ml-pokrov-chernyj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-180-ml	stakan-bumazhnyj-180-ml	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-250ml-1-sl-d80mm	stakan-bumazhnyj-250ml-1-sl-d80mm	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-300ml-1-sl-d90mm	stakan-bumazhnyj-300ml-1-sl-d90mm	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-chernyj-400-ml	stakan-bumazhnyj-chernyj-400-ml	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-pod-kofe-belyj-250-280ml-50sht-upak	stakan-bumazhnyj-pod-kofe-belyj-250-280ml-50sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-bumazhnyj-pod-kofe-belyj-300-430ml-50sht-upak	stakan-bumazhnyj-pod-kofe-belyj-300-430ml-50sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-pet-prozrachnyj-200ml-50sht-upak	stakan-pet-prozrachnyj-200ml-50sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-pet-prozrachnyj-500ml-50sht-upak	stakan-pet-prozrachnyj-500ml-50sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-pivnoj-plastikovyj-500ml	stakan-pivnoj-plastikovyj-500ml	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-plastikovyj-100ml-100sht-upak	stakan-plastikovyj-100ml-100sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-plastikovyj-330ml-100sht-upak	stakan-plastikovyj-330ml-100sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-plastikovyj-prozrachnyj-200ml-100sht-upak	stakan-plastikovyj-prozrachnyj-200ml-100sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stakan-shejker-400-ml	stakan-shejker-400-ml	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/stroitelnye-perchatki-s-pvh	stroitelnye-perchatki-s-pvh	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/tarelka-odnorazovaya-175-mm-belaya-kartonnaya-pavlovsk-1000-1000	tarelka-odnorazovaya-175-mm-belaya-kartonnaya-pavlovsk-1000-1000	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/tarelka-odnorazovaya-205mm-3-h-sekcionnaya-belaya-ps-polier-100-1800	tarelka-odnorazovaya-205mm-3-h-sekcionnaya-belaya-ps-polier-100-1800	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/trubochki-chernye-5-125mm	trubochki-chernye-5-125mm	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/trubochki-cvetnye-gofra-5-210mm-1000sht-upak	trubochki-cvetnye-gofra-5-210mm-1000sht-upak	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/tryapka-netkol-hlopkovaya-50-80sm-2-sl	tryapka-netkol-hlopkovaya-50-80sm-2-sl	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/tryapka-netkol-hlopkovaya-60-80sm-3-sl	tryapka-netkol-hlopkovaya-60-80sm-3-sl	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/unicum-gold-zhiroudalitel-3l	unicum-gold-zhiroudalitel-3l	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/unicum-gold-zhiroudalitel-s-triggerom-500ml	unicum-gold-zhiroudalitel-s-triggerom-500ml	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vafelnoe-polotno-40-sm-otbelennoe-plotn-110-50-m	vafelnoe-polotno-40-sm-otbelennoe-plotn-110-50-m	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vafelnoe-polotno-45-sm-otbelennoe-plotn-125-50-m	vafelnoe-polotno-45-sm-otbelennoe-plotn-125-50-m	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vafelnoe-polotno-metrovoe	vafelnoe-polotno-metrovoe	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-1000-ml-s-kryshkoj	vedro-1000-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-1500-ml-s-kryshkoj	vedro-1500-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-2000-ml-s-kryshkoj	vedro-2000-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-2250-ml-s-kryshkoj	vedro-2250-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-3300-ml-s-kryshkoj	vedro-3300-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-5000-ml-s-kryshkoj	vedro-5000-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vedro-800-ml-s-kryshkoj	vedro-800-ml-s-kryshkoj	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vilka-odn-165-mm-belaya-ps-rts-100-2000	vilka-odn-165-mm-belaya-ps-rts-100-2000	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/vilka-odn-180-mm-prozr-ps-pokrov-50-2000	vilka-odn-180-mm-prozr-ps-pokrov-50-2000	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/yat-400-g-stiralnyj-poroshok	yat-400-g-stiralnyj-poroshok	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/zhidkoe-mylo-tork-s4	zhidkoe-mylo-tork-s4	https://clover-spb.ru/catalog
https://cloverspb.ru/magazin/product/zubochistki-v-individ-p-e-upakovke-mentol-500sht-upak	zubochistki-v-individ-p-e-upakovke-mentol-500sht-upak	https://clover-spb.ru/catalog
