"old_url","old_path","old_status","old_type","old_title","old_h1","target_url","target_path","target_status","target_type","confidence","reason","action"
"https://cloverspb.ru/magazin/folder/korobki-dlya-piccy","/magazin/folder/korobki-dlya-piccy","200","category","Коробки для пиццы","Коробки для пиццы","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%B8%D1%86%D1%86%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D0%B8%D1%86%D1%86%D1%8B","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/sousniki","/magazin/folder/sousniki","200","category","Соусники","Соусники","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D0%BE%D1%83%D1%81%D0%BD%D0%B8%D0%BA%D0%B8","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D0%BE%D1%83%D1%81%D0%BD%D0%B8%D0%BA%D0%B8","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/tarelki-miski","/magazin/folder/tarelki-miski","200","category","Тарелки, миски","Тарелки, миски","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A2%D0%B0%D1%80%D0%B5%D0%BB%D0%BA%D0%B8%2C%20%D0%BC%D0%B8%D1%81%D0%BA%D0%B8","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A2%D0%B0%D1%80%D0%B5%D0%BB%D0%BA%D0%B8%2C%20%D0%BC%D0%B8%D1%81%D0%BA%D0%B8","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/stolovye-pribory","/magazin/folder/stolovye-pribory","200","category","Столовые приборы","Столовые приборы","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BF%D1%80%D0%B8%D0%B1%D0%BE%D1%80%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5%20%D0%BF%D1%80%D0%B8%D0%B1%D0%BE%D1%80%D1%8B","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/palochki-shampury-zubochistki-trubochki","/magazin/folder/palochki-shampury-zubochistki-trubochki","200","category","Палочки, шампуры, зубочистки, трубочки","Палочки, шампуры, зубочистки, трубочки","https://clover-spb.ru/catalog/%D0%91%D0%B0%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B","/catalog/%D0%91%D0%B0%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B","200","category","HIGH","Семантически эквивалентная текущая категория «Барные аксессуары»","301"
"https://cloverspb.ru/magazin/folder/barnye-tovary","/magazin/folder/barnye-tovary","200","category","Барные товары","Барные товары","https://clover-spb.ru/catalog/%D0%91%D0%B0%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B","/catalog/%D0%91%D0%B0%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B","200","category","HIGH","Семантически эквивалентная текущая категория «Барные аксессуары»","301"
"https://cloverspb.ru/magazin/folder/bulytki-pet","/magazin/folder/bulytki-pet","200","category","Булытки ПЭТ","Булытки ПЭТ","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%91%D1%83%D1%82%D1%8B%D0%BB%D0%BA%D0%B8","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%91%D1%83%D1%82%D1%8B%D0%BB%D0%BA%D0%B8","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Бутылки»","301"
"https://cloverspb.ru/magazin/folder/stakany","/magazin/folder/stakany","200","category","Стаканы","Стаканы","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D1%82%D0%B0%D0%BA%D0%B0%D0%BD%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%A1%D1%82%D0%B0%D0%BA%D0%B0%D0%BD%D1%8B","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/upakovka-dlya-konditerskih-izdelij","/magazin/folder/upakovka-dlya-konditerskih-izdelij","200","category","Упаковка для кондитерских изделий","Упаковка для кондитерских изделий","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Для кондитерских изделий»","301"
"https://cloverspb.ru/magazin/folder/kontejnery-rakushki","/magazin/folder/kontejnery-rakushki","200","category","Контейнеры - ракушки","Контейнеры - ракушки","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Контейнеры»","301"
"https://cloverspb.ru/magazin/folder/bytovaya-himiya","/magazin/folder/bytovaya-himiya","200","category","Бытовая Химия","Бытовая Химия","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","200","category","HIGH","Семантически эквивалентная текущая категория «Химия, чистящие средства»","301"
"https://cloverspb.ru/magazin/folder/zhiroudaliteli","/magazin/folder/zhiroudaliteli","200","category","Жироудалители","Жироудалители","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%96%D0%B8%D1%80%D0%BE%D1%83%D0%B4%D0%B0%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D0%B8","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%96%D0%B8%D1%80%D0%BE%D1%83%D0%B4%D0%B0%D0%BB%D0%B8%D1%82%D0%B5%D0%BB%D0%B8","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/sredstva-dlya-mytya-posudy","/magazin/folder/sredstva-dlya-mytya-posudy","200","category","Средства для мытья посуды","Средства для мытья посуды","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BC%D1%8B%D1%82%D1%8C%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D1%8B","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BC%D1%8B%D1%82%D1%8C%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D1%8B","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Для мытья посуды»","301"
"https://cloverspb.ru/magazin/folder/sredstva-dlya-mytya-okon","/magazin/folder/sredstva-dlya-mytya-okon","200","category","Средства для мытья стёкол и зеркал","Средства для мытья стёкол и зеркал","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BE%D0%BA%D0%BE%D0%BD","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BE%D0%BA%D0%BE%D0%BD","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Для окон»","301"
"https://cloverspb.ru/magazin/folder/sredstva-dlya-mytya-polov-i-sten","/magazin/folder/sredstva-dlya-mytya-polov-i-sten","200","category","Средства для мытья полов и стен","Средства для мытья полов и стен","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D0%B2","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BF%D0%BE%D0%BB%D0%BE%D0%B2","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Для полов»","301"
"https://cloverspb.ru/magazin/folder/sredstva-dlya-santehniki","/magazin/folder/sredstva-dlya-santehniki","200","category","Средства для сантехники","Средства для сантехники","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D1%81%D0%B0%D0%BD%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D1%81%D0%B0%D0%BD%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Для сантехники»","301"
"https://cloverspb.ru/magazin/folder/stiralnye-poroshki","/magazin/folder/stiralnye-poroshki","200","category","Стиральные порошки","Стиральные порошки","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9F%D0%BE%D1%80%D0%BE%D1%88%D0%BA%D0%B8","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9F%D0%BE%D1%80%D0%BE%D1%88%D0%BA%D0%B8","200","subcategory","HIGH","Семантически эквивалентная текущая категория «Порошки»","301"
"https://cloverspb.ru/magazin/folder/mylo","/magazin/folder/mylo","200","category","Мыло","Мыло","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9C%D1%8B%D0%BB%D0%BE","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9C%D1%8B%D0%BB%D0%BE","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/dlya-posudomoechnyh-mashin","/magazin/folder/dlya-posudomoechnyh-mashin","200","category","Для посудомоечных машин","Для посудомоечных машин","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%BE%D0%BC%D0%BE%D0%B5%D1%87%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%BE%D0%BC%D0%BE%D0%B5%D1%87%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
"https://cloverspb.ru/magazin/folder/sredstva-ot-zasorov","/magazin/folder/sredstva-ot-zasorov","200","category","Средства от засоров","Средства от засоров","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","200","category","HIGH","Семантически эквивалентная текущая категория «Химия, чистящие средства»","301"
"https://cloverspb.ru/magazin/folder/osvezhiteli-vozduha","/magazin/folder/osvezhiteli-vozduha","200","category","Освежители воздуха","Освежители воздуха","https://clover-spb.ru/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9E%D1%81%D0%B2%D0%B5%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D0%B8%20%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0","/catalog/%D0%A5%D0%B8%D0%BC%D0%B8%D1%8F%2C%20%D1%87%D0%B8%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B5%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0/%D0%9E%D1%81%D0%B2%D0%B5%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D0%B8%20%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%85%D0%B0","200","subcategory","EXACT","Точное нормализованное название категории/подкатегории","301"
